"EDR142437","Textus et mensurae secundum (1)<br>Prope EDR140235"
"EDR142438","Textus et mensurae secundum (1), contulerunt et non invenerunt Campbell, Helms, Hicks, Nyhuis, Rasmussen, Rebman (HGP) a. 2014.<br>Prope EDR151838"
"EDR142439","Textus et mensurae secundum (1), contulerunt et non invenerunt Campbell, Helms, Hicks, Nyhuis, Rasmussen, Rebman (HGP) a. 2014.<br>Prope EDR142438   "
"EDR142440","Textus et mensurae secundum (2), contulerunt et non invenerunt Campbell, Helms, Hicks, Nyhuis, Rasmussen, Rebman (HGP) a. 2014.<br>vv. 1-2: Apud (2) nullae litterae leguntur: apographum solum datur. Lectio haud certa videtur. ""Sono forse eserecitazioni alphabetiche"" (1).<br>Prope EDR142441"
"EDR142441","Textus et mensurae secundum (1), contulerunt et non invenerunt Campbell, Helms, Hicks, Nyhuis, Rasmussen, Rebman (HGP) a. 2014.<br>Prope EDR142440"
"EDR142442","Textus et mensurae secundum (1), periit (1). Contulerunt et non invenerunt Campbell, Helms, Hicks, Nyhuis, Rasmussen, Rebman (HGP) a. 2014.<br>v. 1: II scriptum pro littera E<br>Prope EDR154447"
"EDR147884","Textus secundum (2)<br>Prope EDR147925, EDR147927, et EDR147928"
"EDR147925","Textus secundum (2)<br>Prope EDR147884, EDR147927, et EDR147928"
"EDR147927","Textus et mensurae secundum (2)<br>Prope EDR147884, EDR147925, et EDR147928"
"EDR147928","Textus secundum (2)<br>Prope EDR147884, EDR147925, et EDR147927"
"EDR147931","Textus secundum (1)"
"EDR147969","Textus secundum (1)"
"EDR147970","Textus secundum (1)"
"EDR147971","Textus secundum (2)"
"EDR147972","Textus secundum (2)<br>Prope EDR147973"
"EDR147973","Textus secundum (2)<br>Prope EDR147972"
"EDR147974","Textus secundum (1)"
"EDR147975","Textus secundum (1)<br>Prope EDR147976, EDR147977, EDR147978, EDR147979"
"EDR147977","Textus secundum (1)<br>Prope EDR147975, EDR147976, EDR147978, EDR147979"
"EDR147979","Textus secundum (1)<br>Prope EDR147975, EDR147976, EDR147977, EDR147978<br>"
"EDR148421","Textus secundum foto apud (2), mensurae secundum (1)<br>Prope EDR148861, EDR148862, EDR148863, EDR148864, EDR148865"
"EDR148673","Textus et mensurae secundum (1)<br>Supra EDR151159"
"EDR148674","Textus et mensurae secundum (1)<br>"
"EDR148678","Textus secundum (1)"
"EDR148679","Textus secundum (1)"
"EDR148682","Textus secundum (2); apographum cum mensuris tantum columnis I et II dat (1)"
"EDR148683","Textus et mensura secundum (2)"
"EDR148685","Textus secundum (1)<br>v. 2: II scriptum bis pro littera E"
"EDR148862","Textus secundum (1)<br>Prope EDR148421, EDR148861, EDR148863, EDR148864, EDR148865"
"EDR148864","Textus secundum (1)<br>Prope EDR148421, EDR148861, EDR148862, EDR148863, EDR148865"
"EDR148865","Textus secundum (1)<br>Prope EDR148421, EDR148861, EDR148862, EDR148863, EDR148864"
"EDR149061","Textus et mensurae secundum (1)<br>Inter EDR149057 et EDR149060"
"EDR149064","Textus et mensurae secundum (1)"
"EDR149154","Textus et mensurae secundum (1)"
"EDR149155","Textus secundum (1)"
"EDR149188","Textus et mensurae secundum (1)"
"EDR149190","Textus secundum (1)<br>Haec imago palmae apud collectionem scariphatorum imaginum Langneri non apparet."
"EDR149191","Textus secundum (1)"
"EDR149233","Textus et mensurae secundum (1)"
"EDR149333","Textus secundum (1)<br>"
"EDR151417","Textus secundum (1). Contulerunt et mensuras prenderunt Frampton, Hightower, Smith, Sypniewski, Weiss, et Wells a. 2014. <br>v. 1: fortasse legitur NICANOR {O} VA(LE)"
"EDR148416","Textus secundum (2)"
"EDR147857","Textus et locus secundum (4); Mensurae secundum (2)<br>Locus inventionis incertus est: VI.9 vel VI.10 (1); VI.7 vel VI.8 (4)"
"EDR147607","Textus secundum (3)<br>Infra EDR140062 et supra EDR140034"
"EDR127360","Textus secundum (1) "
"EDR148422","Textus secundum (1)"
"EDR148687","Textus et mensurae secundum (1)"
"EDR149151","Textus et mensurae secundum (1)<br>v. 1: II pro littera E"
"EDR149152","Textus et mensura secundum (1)<br>v. 1: quae litteram H praecedit O est non G (1)"
"EDR149181","Textus secundum (1)"
"EDR149186","Textus et mensurae secundum (1)<br>v. 1: C(aio) Piero?, sed C fortuita (i.e. aliena) linea sit (1); ultima littera II esse potest, ut Piere (2)"
"EDR149189","Textus secundum (1)<br>vv. 1, 3: litterae B retroversum scriptae sunt"
"EDR122604","Textus secundum (1).<br>v. 1: have pro ave"
"EDR125508","Textus secundum (1)"
"EDR125509","Textus secundum (2), aliter (1) qui notam addit: ""non expedivi""."
"EDR125510","Textus secundum (1)<br>v. 2: aedeo (:edo)"
"EDR125531","Textus secundum (1)"
"EDR125533","Textus secundum (2), mensurae secundum (1)"
"EDR125534","Textus secundum (1)<br>v. 5: pabu(lum)? spo(rtulas)?"
"EDR127410","Textus secundum (1) "
"EDR127427","Textus secundum (2)<br>v. 7: videtur R aut A; fortasse ad hanc inscriptionem non pertinet"
"EDR127429","Textus secundum (1)<br><:nomen &#7981;&#963;&#965;&#967;&#959;&#962; scriptum in semicirculum>"
"EDR127812","Textus secundum (1)<br><br>v.3: <textus non legitur>"
"EDR127815","Textus secundum (2)<br>vv. 3-7: Verpa, que (:quae) istuc leges (2)<br>vv. 8-12: scripti alia manu lectoris cuiusdam (2)"
"EDR127818","Textus secundum (1)"
"EDR127819","Textus secundum (1)"
"EDR127824","Textus secundum (1)<br>v. 1: Sautranus pro Saturanus?"
"EDR127972","Textus secundum (1)"
"EDR127975","Textus secundum (1)"
"EDR127977","Textus secundum (1)<br>v. 1: CIL reads summus(?)..."
"EDR127979","Textus secundum (1)"
"EDR128757","Textus secundum (1), v. 3 periit (3)<br>v. 4: CIL suggests Po(mpeianis)"
"EDR128761","Textus secundum (2)"
"EDR135591","Textus secundum (1)"
"EDR136429","Textus secundum (2), periit (2)"
"EDR136431","Textus secundum (1)<br>v. 1: M(arcus) Q(uintius) vel Q(uintilius) N(---)?, secundum (1)"
"EDR136432","Textus secundum (1)"
"EDR136433","Textus secundum (1)"
"EDR136436","Textus secundum (1)<br>v. 1: Caiu(s?) aut Calv(us?)"
"EDR136437","Textus secundum (2); mensura ex apographo apud (1); periit (2)."
"EDR136438","Textus secundum (1)<br>v. 1: S(emis), i.e. = 7 1/2"
"EDR140124","Textus secundum (1), contulerunt et mensuras prehenderunt Beall, Bey IV, McCrory, Opdenhoff, Tomasi, Zimmermann Damer a. 2014.<br>Prope EDR140125, EDR140129, EDR140146"
"EDR140133","Textus secundum (1), contulerunt Beall, Bey IV, McCrory, Opdenhoff, Tomasi, Zimmermann Damer a. 2014."
"EDR140151","Textus secundum (1), contulerunt et mensuras prenderunt Weiss, Sypniewski, Smith (HGP) a. 2014.<br>vv. 1-2: Solum TAT (v. 1) et IVS (v. 2) extant a. 2014.  <br>Prope EDR140709<br>"
"EDR140180","Textus et mensurae secundum (1)"
"EDR140248","Textus secundum (1), contulerunt et non invenerunt Frampton, Hightower, Smith, Sypniewski, Weiss et Wells a. 2014.<br>Prope EDR145935 "
"EDR140709","Textus secundum (1), contulerunt et non invenerunt Frampton, Hightower, Smith, Sypniewski, Weiss et Wells (HGP) a. 2014.<br>Prope EDR140151"
"EDR140188","Textus et mensurae secundum (1)<br>v. 2: ante NUMISII intellege MUNERIBUS (1)<br>v. 4: post HERCULANI intellege PUGNABUNT (1)<br>v. 1: lat.: 13,0; litt. alt.: 1,2-3,5<br>v. 2: lat.: 12,0; litt. alt.: 0,9-2,5<br>v. 3: lat.: 15,5; litt. alt.: 0,6-1,7<br>v. 4: lat.: 7,3; litt. alt.: 0,7-1,2"
"EDR140711","Textus secundum (1), contulerunt Weiss, Sypniewski, Frampton a. 2014. Solum una N exstat. <br>v. 1: [&#8008;]&#957;&#941;&#963;&#953;&#956;&#959;&#962; pro &#8008;&#957;&#942;&#963;&#953;&#956;&#959;&#962;<br>v. 2: litterae prima et quinta solae videntur certae lectionis (1)"
"EDR140980","Textus secundum Della Corte apud (1), contulerunt et mensuras prehenderunt Hicks, Nyhuis, Rasmussen, Rebman a. 2014.<br>Ciprotti apud (1): ex duobus Matthaei Della Corte apographis, pro PASTORES, fortasse CASTALES vel CASTORES; VIS, ERGA, PVGILES dubiae sunt lectionis. "
"EDR140982","Textus secundum (1), contulerunt et mensuras prenderunt Hicks, Nyhuis, Rasmussen, Rebman a. 2014. <br>v. 1: Della Corta apud (1): [E?]pius V Idu(s)"
"EDR140983","Textus secundum (2), contulerunt et mensuras prehenderunt Hicks, Nyhuis, Rasmussen, Rebman a. 2014.<br>v. 1: lat.: 11; litt. alt.: 0,3-1,3 secundum (1)<br>v. 2: lat.: 11,5; litt. alt.: 0,3-0,7 secundum (1)<br>v. 3: DAMNA pro DOMINA; lat.: 9,5; litt. alt.: 0,3-0,9 secundum (1)<br>v. 4: HABIAS pro HABEAS;  lat.: 9,5; litt. alt.: 0,3-1,0 secundum (1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     <br>v. 5: INTRORGAMUS pro INTERROGAMUS; lat.: 11,5; litt. alt.: 0,3-0,7 secundum (1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
"EDR140986","Textus secundum (1), contulerunt et mensuras prenderunt Nyhuis, Rebman, Helms a. 2014."
"EDR140987","Textus secundum (2), aliter (1), qui carbone titulum describit. Contulerunt et mensuras prehenderunt Helms, Hicks, Nyhuis, Rasmussen, Rebman a. 2014."
"EDR142564","Textus et mensura secundum (2), periit (2)<br>Della Corte (1): nave oneraria animata da vari marinai e protetta da Tugurium"
"EDR142565","Textus secundum (1)<br>v. 1 Idibus Martia (:Martiis)"
"EDR142566","Textus secundum (1)"
"EDR142567","Textus secundum (1)"
"EDR142569","Textus secundum (1)"
"EDR142573","Textus secundum (1)"
"EDR143926","Textus secundum (10), aliter (1)-(9), (13); scriptus infra CIL 04, 4966; in eadem manu CIL 04, 04966-04973 sunt (1); mensurae ex apographo apud (1).<br>vv. 1-2: [iamque omn]&#7865;s veicinei (:vicini) incendia participantur / [sei (:si) facia]m flammam tradere utei (:uti) liceat<br>v. 1: vescinei olim Mau apud (1); [illud agant] vesci, nei (4), (6); [hi si sunt] vesci, nei (5); veicinei Zangemeister apud (1); [accurrunt] veicinei (3); [sic nobis] veicinei (7); veicinei [vesci nei?] (8); [ardent]&#7865;s veicinei (13)<br>v. 2: [tu cura] flammam (4), (6), (3); [igniferam] flammam (7); [sei faciam] flammam (12); [Idalia]m flammam (13)"
"EDR143927","Textus secundum (1), aliter (2)-(6); scriptus infra 04, 04968; in eadem manu sunt CIL 04, 04966-04973 (1); mensurae ex apographo apud (1).<br>v. 1: ore D&#7750;[ (2); ore D&#7840;[, fortasse d&#7841;[tur aut etiam d&#7883;[u (3) <br>v. 2: ea va+ (2); ea va&#7747;[ aut fortasse ea va&#7751;[a (3); fortasse aliquid ut: nummos con]sumat, aut ea van[a putet (5); <br>v. 3: opus est &#7841;[ (5)<br>v. 4: n]udam? (3); ]&#7750;DAI[ (2); ]udae (6)"
"EDR144785","Textus secundum (8), aliter (1)-(7); scriptus infra CIL 04, 04969; in eadem manu CIL 04, 04966-04973 sunt (1); mensurae ex apographo apud (1).<br>v. 1: aiunt +eum++++ (3); fortasse: aiunt num[mos (4); [vim mucronis] habere aiunt, eundemque locare! Galdi et Pierleoni apud (6); ab initio versus M· (10)<br>v. 2: ]VI+VM[ (3) (1); vi]deo aut stu]deo (4); [frigiditatem a]deo condere uti liceat Galdi et Pierleoni apud (6) "
"EDR144787","Textus secundum (1), aliter (2) (5)-(6); scriptus ad dextram CIL 04, 04971; in eadem manu CIL 04, 04966-04973 sunt (1); mensurae ex apographo apud (1). <br>vv. 1-2: sei pro si; v. 2: parvom pro parvum<br>v. 1: Caesia sel(?)i(?)n[ (2); sei n[ (3), confirmaverunt (1) aliique; n[umen vitai proferat annos,] exempli gratia (5)<br>v. 2: p[osthac tempus tibi dederit,] exempli gratia (5) <br>v. 3: lude l[ ut, exempli gratia, lude l[ubens: non semper ---] (5); e extema periit (8)<br>v. 4: semper q&#803;u[imus ---] (5)"
"EDR144788","Textus secundum (6), aliter (1)-(5); scriptus infra CIL 04, 04972; in eadem manu CIL 04, 04966-04973 sunt (1); mensurae ex apographo apud (1).<br>v. 3: neìsceìre (:nescire)<br>v. 1: solus amare v[alet qui scit dare multa puellae] (2)<br>v. 3: nesceire (1)-(5); ii longae (6)"
"EDR147777","Textus et mensurae secundum (1)"
"EDR147779","Textus secundum (1). "
"EDR147780","Textus et mensurae secundum (1). "
"EDR147860","Textus secundum (5), aliter (1-3)<br>v: 1: quanvis pro quamvis scriptum<br>v. 1: quantes modo putavi maxima sica, apud (3)"
"EDR147861","Textus secundum (4), sed duae primae litterae, quae nunc perierunt, secundum (2)"
"EDR147919","Textus et mensurae secundum (1), periit (2)."
"EDR147921","Texus secundum (1)."
"EDR147999","Textus secundum (1), periit (2)."
"EDR148103","Textus secundum (1), periit (3)."
"EDR148671","Textus secundum (1).<br>v. 1 et 3: II scriptum pro E; v. 3: acetabela (:acetabula)<br>v. 2: A IIS  &#8579; II, i.e. a(ssibus) II s(emis)  ((scripula)) II; significant 2 1/2 assibus, 2 scripula"
"EDR148788","Textus secundum (1)<br>v. 1: fortasse &#390; scripulum indicat. quod significat incertum est. "
"EDR148821","Textus et mensurae secundum (1). Prope EDR150297."
"EDR148863","Textus secundum (1), mensura secundum (2). Periit (2)<br>Prope EDR148421, EDR148861, EDR148862, EDR148864, EDR148865"
"EDR149017","Textus secundum (2), mensurae secundum (1)<br>v. I: II scriptum pro littera E"
"EDR149039","Textus et mensura secundum (2)<br>Prope EDR147932, EDR148419, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR149037, EDR149038, EDR149041, EDR149043"
"EDR149143","Textus et mensurae secundum (1)"
"EDR149144","Textus et mensura secundum (1)<br>Littera O alta est 1,0 cm (1)"
"EDR149147","Textus et mensurae secundum (1)<br>Agitur de Lucio Popidio Secundo, uno ex Neronis plausoribus qui ""Augustiani"" vocabantur. Vide EDR149148, EDR149150<br>Prope EDR149511, EDR149512, EDR149513"
"EDR149148","Textus et mensurae secundum (1)<br>v. 2: (h)ab(eas) prop(itium)<br>Agitur de Lucio Popidio Secundo, uno ex Neronis plausoribus qui ""Augustiani"" vocabantur. Vide EDR149147, EDR149150"
"EDR149149","Textus et mensurae secundum (1)<br>v. 2: aut Ner(onianus)?"
"EDR149150","Textus et mensurae secundum (1)<br>v.2: II scriptum pro prima littera E<br>Agitur de Lucio Popidio Secundo, uno ex Neronis plausoribus qui ""Augustiani"" vocabantur. Vide EDR149147, EDR149148"
"EDR149176","Textus secundum (2), mensurae secundum (1)"
"EDR149184","Textus secundum (1)<br>Nomen Cinnamus Graece in duabus lineis bis scriptum<br>columna II:  &#922;&#943;&#957;&#957;{&#945;&#956;&#803;}/&#945;&#956;&#959;&#1010;"
"EDR149398","Textus et mensurae secundum (1). Lectio incerta est.<br>Multae litterae in nexu esse videntur."
"EDR143925","Textus secundum (5), aliter (1)-(4); scriptus infra CIL 04, 04967; in eadem manu sunt CIL 04, 04966-04973 (1); mensurae ex apographo apud (1). <br>v. 1: ]bus per vic[ (1)-(4)<br>v. 2: ]detur dei (1)-(4)<br>v. 3: ]o[---]cios (2); ]ocios (1); ]intaestost (?) et versui 2 attribuit (2); extrema non recte lecta, in triviost sim. postulatur (3); ]n in istost(?) (1)<br>v. 4: iuc (2)-(3); t versui 3 attribuit (2); t incerta est (1)"
"EDR147687","Textus et mensurae secundum (1)"
"EDR149146","Textus et mensurae secundum (1)"
"EDR150187","Textus secundum (1). <br>"
"EDR151065","Textus secundum (1), mensurae ex apographo apud (1).<br>"
"EDR151668","Textum secundum (2)<br>v. 1: II scriptum pro littera E"
"EDR151679","Textus et mensurae secundum (1)<br>v. 1: litterae quadratae praeter L (1)<br>v. 1: Graecum nomen ut apparet, e.g. &#923;&#940;&#967;&#951;&#962;"
"EDR151681","Textus secundum (1)<br>v. 1: II bis scriptum pro littera E; litterae S et L cursivae sunt<br>Infra EDR151680<br>Prope EDR151687, EDR151691, EDR151695"
"EDR151687","Textus et mensurae secundum (1)<br>v. 1: texe(ntis) in nota suggeritur (1)<br>v. 1: TEXE(ntis) sub numero 1570 assignatur et litteris minoribus representantur, et ERATI LOCUS sub numero 1571 assignantur (1),  sed tituli duo coniunguntur<br>v. 1: II scriptum pro littera E bis in verbo texe(ntis)<br>mensurae (TEXE): litt. alt. 1,2 cm; (ERATI LOCUS): 3,0-5,1 cm<br>Prope EDR151681, EDR151691, EDR151695"
"EDR151691","Textus et mensurae secundum (1)<br>v. 1: Litteras TI integras vidit Mommsenus sed postea perierunt; in littera C sive prius sive post scripta est V (1); TIBURTINUS est nominativus pro genetivo, cfr. CIL 04, 04853 (2)<br>Prope EDR151687, EDR151681, EDR151695"
"EDR151698","Textus secundum (1) <br>v. 1: II scriptum pro littera E<br>Infra EDR151668"
"EDR151701","Textus secundum (1), periit (2)<br>v. 1: II scriptum pro littera E; littera P alta est 6,0 cm (1)<br>Facies ad sinistram tituli stat"
"EDR145936","Textus secundum (1), contulerunt et non invenerunt Frampton, Hightower, Smith, Sypniewski, Weiss (HGP) a. 2014.<br>v. 1: II scriptum pro E <br>Prope EDR156776"
"EDR149175","Textus et mensura secundum (1)"
"EDR149142","Textus secundum (1)<br>vv. 1, 3: II pro littera E"
"EDR151694","Textus secundum (3), aliter (1) (2)<br>Locus inventionis incertus est: VI.9 vel VI.10 (1); VI.7 vel VI.8 (3)<br>v. 1: &#7684;&#7883;lius (1)"
"EDR151696","Textus secundum (1)<br>Locus inventionis incertus est: VI.9 vel VI.10 (1); VI.7 vel VI.8 (2)<br>v. 1: &#7882;&#7806;&#7750;, i.e. &#7882;&#7909;&#7751;(iae) probabile videtur (1)."
"EDR151702","Textus secundum (1)<br>Locus inventionis incertus est: VI.9 vel VI.10 (1); VI.7 vel VI.8 (2)<br>vv. 2-3: fortasse alieni a praecedenti (1)"
"EDR151704","Textus secundum (1)<br>Locus inventionis incertus est: VI.9 vel VI.10 (1); VI.7 vel VI.8 (2)<br>Titulus exaratus et -mirabile visu - pictus erat, sed coloris nil superest (1)"
"EDR140137","Textus secundum (1). Contulerunt et mensuras prehenderunt Clikeman, King, Liu, Loar, Lundquist a. 2014, sed viderunt solum &#390;CIA.<br>v. 1: MOE&#390;CIA scripta est cum duabus litteris C, prima ex quibus reversa est."
"EDR140258","Textus et mensurae secundum (1), contulit et non invenit Loar a. 2014.<br>v. 1: II scripta pro littera E<br>Supra EDR151800, EDR151801, et EDR151802.  <br>"
"EDR140246","Textus et mensurae secundum (1), contulerunt et non invenerunt Clikeman, King, Liu, Loar, Lundquist a. 2014. Infra EDR140055 et prope EDR140136.<br>v. 1: fortasse signum est"
"EDR140257","Textus et mensurae secundum (1), contulit et non invenit Loar a. 2014"
"EDR149302","Textus et mensurae secundum (1)"
"EDR151682","Textus et mensurae secundum (1)<br>v. 1: littera &#953; fortuita esse potest vel etiam S (1)<br>v. 1: fortasse pro e.g. &#925;&#959;&#965;&#956;&#949;&#943;&#957;&#953;&#959;&#962; (i.e. &#925;&#959;&#965;&#956;&#942;&#957;&#953;&#959;&#962;, Numenius) aut &#925;&#959;&#965;&#956;&#941;&#961;&#953;&#959;&#962; (i.e. Numerius)<br>v. 2: litterae Q et S cursivae sunt (1) et multo grandiores quam superiores; observatae sunt in (1) sed solum in nota (depictae etiam in apographo)."
"EDR151683","Textus et mensurae secundum (1)<br>v. 1: post VIDI altera littera(?) (signum?) scripta est, aliena."
"EDR151692","Textus secundum (1), periit (2)<br>v. 1: alta est 2,2 cm (1); Atenais scriptum pro &#7944;&#952;&#942;&#957;&#945;&#953;&#962;<br>vv. 1-2: II scriptum pro littera E"
"EDR151693","Textus et mensurae secundum (1)<br>v. 1: prima littera maior est.<br>Prope EDR151699"
"EDR151697","Textus et mensurae secundum (1) <br>v. 1: I (in idus) alta est 3,7 cm (2)"
"EDR151699","Textus et mensurae secundum (1).<br>v.1: legitur SUAVEM A vel SUAVE MA (1).<br>Prope EDR151693"
"EDR151700","Textus secundum (2) (4), aliter (1), <br>Mensurae secundum (1), periit (3)<br>v. 1: hexametri principium conicitur (1) (2)<br>Prope EDR151711<br>Cfr. Isityche EDR119650, EDR116493, EDR031084, EDR031085"
"EDR151705","Textus et mensurae secundum (1), periit (2).<br>v. 1: praebuit SI TIBI CU(RAE EST vel simile quoddam) (1).<br>Prope EDR151708"
"EDR151707","Textus mensuraeque secundum (1) (2), locus inventionis secundum (3), aliter (1) (2 )(4)<br>Cf. EDR151709, fortasse eadem manu "
"EDR151708","Textus et mensurae secundum (1)<br>Prope EDR151705"
"EDR151709","Textus secundum (3), locus inventionis secundum (2), aliter (1)(3)<br>v. 1: In fine ASM? legit dubitanter Marichal in schedis (3) <br>Cf. EDR151707, fortasse eadem manu "
"EDR151711","Textus et mensurae secundum (1); periit (1), (2)<br>Fortasse lingua aliena (Semitica?) est scripta litteris Graecis<br>v. 1: fortasse &#935;&#945;&#957;&#8118; &#946;&#945;&#946;&#949;&#943; pro &#946;&#945;&#946;&#945;&#943;<br>Prope EDR151700"
"EDR151714","Textus et mensurae secundum (1) <br>v. 1: II scriptum pro littera E<br>Prope EDR151752, EDR151753, EDR151754, EDR151755"
"EDR151715","Textus et mensurae secundum (1)<br>v. 1: OPOCARPASUM pro OPOCARPATHUM aut OPOCARPATUM, aut &#8000;&#960;&#959;&#954;&#940;&#961;&#960;&#945;&#963;&#959;&#957; in litteris latininis scriptum?<br>v. 3: HYOSCUIMON pro HYOSCYAMUS (&#8017;&#959;&#963;&#954;&#973;&#945;&#956;&#959;&#962;); autores graeci latinique non videntur neutrum uti.<br>v. 4: una littera incerta (fortasse A aut R) supra lineam ad dextram scripta est.<br>vv. 1-4: omnia quattuor nomina graeca in litteris latinis sunt (2).<br>Prope EDR151757, EDR151785, EDR151776, EDR151823, EDR151834"
"EDR151718","Textus et mensurae secundum (1), <br>vv. 1-10: II scriptum pro E <br>v.1: extra V levius incisa et singulari modo ab ANA disiuncta sit (2)<br>v.2: principio pro ANA esse potest NIA aut MA (2)<br>v. 6: deduces pro deducis? (1)"
"EDR151720","Textus secundum (1), periit (1)<br>Latitudo litterarum est 0,4 cm (1), sed male<br>v. 1: SVQVMA converso ordine pro Amuqus, i.e. Amycus, conicitur (2), cfr. Amycus CIL 04, 05273, EDR109275, EDR117463, EDR122245, EDR122247, EDR135929; SUM fortasse est finis alterius converso ordine nominis aut verbum"
"EDR151721","Textus et mensurae secundum (1), periit (2), cfr. &#922;&#965;&#960;&#945;&#961;&#943;&#957;&#951; EDR151759<br>Prope EDR151759, EDR151763, EDR151766"
"EDR151732","Textus secundum (1)"
"EDR151752","Textus secundum (1)<br>v. 1: II scriptum pro littera E <br>Eadem manu EDR151753, EDR151754, EDR151755 (1)<br>Prope EDR151714, EDR151753, EDR151754, EDR151755"
"EDR151753","Textus secundum (1)<br>v. 1: II scriptum pro littera E <br>Eadem manu EDR151752, EDR151754, EDR151755 (1)<br>Prope EDR151714, EDR151752, EDR151754, EDR151755"
"EDR151754","Textus secundum (1)<br>v. 1: II scriptum pro littera E <br>Eadem manu EDR151752, EDR151753, EDR151755 (1)<br>Prope EDR151714, EDR151752, EDR151753, EDR151755"
"EDR151755","Textus et mensurae secundum (1)<br>v. 1: II scriptum pro littera E <br>Eadem manu EDR151752, EDR151753, EDR151754 (1)<br>Prope EDR151714, EDR151752, EDR151753, EDR151754 "
"EDR151756","Textus secundum (2); mensurae secundum (1)<br>v. 1: &#964;&#961;&#941;&#967; resolvi potest &#964;&#961;&#941;&#967;(&#949;) aut e.g. &#964;&#961;&#941;&#967;(&#969;), &#964;&#961;&#941;&#967;(&#949;&#964;&#949;); litterae &#949; et &#967; inter se confusae sunt (1)<br>v. 2: pro &#945; potest videri &#969; (1)<br>vv. 2-3: &#964;&#945;&#967;&#973;&#1010;&#964;&#949;&#953;&#957; pro (&#964;&#8052;&#957;) &#964;&#945;&#967;&#943;&#963;&#964;&#951;&#957; (&#8001;&#948;&#972;&#957;)"
"EDR151757","Textus et mensurae secundum (1)<br>Prope EDR151715, EDR151785, EDR151776, EDR151823, EDR151834"
"EDR151759","Textus secundum (1), periit (2)<br>Latitudo est 1,0 cm (1), sed male<br>v. 3: eodem loco ubi &#935; scripta est S latina (1)<br>Prope EDR151721, EDR151763, EDR151766"
"EDR151761","Textus secundum (1)"
"EDR151762","Textus secundum (1)"
"EDR151763","Textus et mensurae secundum (1), periit (2)<br>Prope EDR151721, EDR151759, EDR151766"
"EDR151764","Textus secundum (1)<br>v. 1: II scriptum pro littera E<br>Eadem manu EDR151768, EDR151778, EDR151805, EDR151764, EDR151804 (1)   <br>Prope EDR151778, EDR151805, EDR151764, EDR151804"
"EDR151765","Textus secundum (1) <br>v.1: O prius altum est 2,5 cm (1)"
"EDR151766","Textus secundum (1), periit (2)<br>v. 1: alta est 1,3 cm (1)<br>v. 3: Bithynus (1)<br>Prope EDR151721, EDR151759, EDR151763"
"EDR151771","Textus et mensurae secundum (1), periit (2) <br>Litteris magnis lapide scriptum est (1) "
"EDR151772","Textus et mensurae secundum (1), periit (2)"
"EDR151775","Textus et mensurae secundum (1), periit (2)<br>Prope EDR151773, EDR151777<br>v. 1: II scriptum pro littera E"
"EDR151776","Textus et mensurae secundum (1), periit (2); contulit Pappas ad apographum a. 2015<br>v. 1: II scriptum pro littera E (1)<br>v. 4: lectio valde incerta; prima littera A aut M esse potest, tertia littera O aut I esse potest.<br>vv. 4-5: lectio ex apographo. <br>Prope EDR151715, EDR151757, EDR151785, EDR151823, EDR151834"
"EDR151777","Textus et mensurae secundum (1), periit (2)<br>Prope EDR151773, EDR151775"
"EDR151782","Textus secundum (1), periit (2)"
"EDR151785","Textus et mensurae secundum (1).<br>v. 2: litterae incertae, +5?+<br>Prope alphabeta CIL 04,09304.<br>Prope EDR151715, EDR151757, EDR151776, EDR151823, EDR151834"
"EDR151798","Textus secundum (1)"
"EDR151799","Textus secundum (1)<br>v.1: littera O 1,3 cm alta est (2) "
"EDR151800","Textus et mensurae secundum (1), contulit et non invenit Loar a. 2014 <br>v. 1: II scriptum pro littera E<br>Prope EDR140258, EDR158101, EDR158102"
"EDR151801","Textus et mensurae secundum (1), contulit et non invenit Loar a. 2014 <br>Prope EDR140258, EDR151800, EDR151802"
